	author	comment
213	-	I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
214	Ružica Jurčević	I Like the music its pretty and cool
215	My k-pop world	Uh I found the lyrics on my English book and this song is amazing
216	Nadja	I liked this song it became a trend, I just don't understand how people think these songs are old.
217	Professor Palm	Gold diggers please stand for your national Anthem. Jokes aside though This is one of ABBA’s best song. It has a rich charm to it that keeps it timeless and the beat still puts a smile on my face.
218	Miguel Herrera	abba is simply the best pop group ever
219	Daniel Küng	Wow now I'm rich means I can be shure my kids get good job HEY HIGH FIVE✋️
220	LghNicks	This song is almost at 100 listens on the music player I use
221	Atenea es sabia	Letra. Frida: I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Todos: Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Frida: Aha All the things I could do Todos: If I had a little money It's a rich man's world It's a rich man's world Frida: A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Todos: Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Frida: Aha All the things I could do Todos: If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Frida: Aha All the things I could do Todos: If I had a little money It's a rich man's world It's a rich man's world
222	123artikul	Best style forever
223	Geiza Direito	It’s stunning as ABBA is the the most powerful and strong influence in the pop melody, chorus pattern, melody format and interpretation . We see as Madonna, Lady Gaga, Cindy Lauper and including certain rock bands adopted this parameter that ABBA brought to the music.
224	qaz wsx	i dreamed of winning the lottery and sang this song in my dream like a crazy man in the middle of the mall
225	shahab2 shahrami2	Gooooood🙏❤️👍
226	むたむた	出勤前、毎日聴いています I listen to it every day before work
227	💀Texu☠️	i like this video❤❤❤
228	Daria Kosheleva	From early childhood I have always been hypnotised by this song! Anni-Frid's voice and chord progression are enchanting to me to this day! I think I'll be an elderly lady some day and just by listening to this song it's going to bring such vivid memories ;) Also how silly is the music video, I'm here for it!
229	Heather Perrier	Money! MONEY! M O N E Y! MUST BE F U N N Y! IN THE R I C H M A N ' S W O R L D!
230	Ілля Сідун	Я один, который пришел послушать оригинал после кавера Масяни?
231	James Collier	This is my new favorite channel all because of this song it’s my new fav
232	hihi	my dad 's favourite song :0
233	Natali Kalashnikova	Супер, песни моей молодости.Постоянно слушаю.
234	Dytrap	Old music was so fire compared to today
235	🌸It’s toca Ella🌸	I love that this was filmed 13 years ago and people are still using it
236	Bailey hall	Money 😎 money 💯 money 👌 must be funny 😆 in a rich man's world 🌎
237	Sotiris	Let's go Abba.
238	Clara Oswald	I'm confused by all the people who are saying rich people can relate to this... this is about wanting money but not having it??? Edit: thank you so much for all the likes!!
239	PD	there are no pockets in the coffin, and life is short this song reminds us about it with irony
240	⭐️: I’m Starly!	¡MONEY, MONEY, MONEY!
241	Suerte!	At our acting classes we performed a dance using this song! Very good song
242	Marina Pequeno	"the kind of music that would be ""no way you're gonna play it"" in nowadays"
243	ccmoos	"These songs are brilliant, and so incredibly well executed. I still find myself ""performance"" Abba hits spontaneously before coworkers, family and freinds. Its fantastic"
244	rv1k1a♡	Its 2022 and im still listening to this
245	Randy Ballesteros	so this is what mr crabs watches
246	Андрей Скырков	"Молодцы, ребята. Уловили суть ""человеческой"" жжжжиззззни! Коллекционирование крашеных нарезанных бумажек!"
247	Hu Tao's McDonald's chanel	This song came out today 12 years ago ohhh this takes me back when i was a child litening to this
248	любов кризовська	Потрясающие голоса, 40 лет слушаю.
249	Ved Haridasse	ABBA THE GOAT
250	Ana Hojsak	Cool❤❤
251	Master Oogway	Look like the beat itself sing with the singers 😍
252	Fife Cycles Online	I love when it when the camera pans to the money. I count 5 dollars. Ps I love abba.
253	Stephen Saxby	This song is such pure joy..with some of the most playful lyrics Bjorn and Benny have ever wrote.
254	Богдан Катлан	Это самая лучшая песня что я слушал!!!
255	Kerry Walker	ABBA the best 💖💖💖💖💖💖💖💖💖💖💖💖💖 money money thank you sharing it
256	Wendy Wapitta	MONEY MONEY MONEY 🤑🤑
257	Таня Палетаева	Песня конечно классная вот это понмаю голоса просто дух подымают . Эту песню кто только не пел , кроме группы АВВА никто так не споет эту песню Money Money Money никогда .
